Text,Label
特效 无敌 真正 意义 上 有 中国 价值观 国际 大片 三个 小时 观影 时间 完全 饱满 故事 讲 紧凑 且 清晰 最后 夸 下沙 溢哥 做到 拥有 好 演技 录再 多 综艺 不让 人出 戏,特效无敌！是真正意义上有中国价值观的国际大片。三个小时的观影时间完全饱满，故事讲的非常紧凑且清晰。最后夸下沙溢哥，做到了拥有好演技，录再多综艺也不让人出戏。
这部 前传 故事 续集 电影 可 不止 比一好 一点 完全 巨大 跨越式 进步 真的 百尺竿头更进一步 到 难难 战胜 怀疑 从无到有 开创 新路 到 难 在于 如何 给出 多 惊喜 提高 标准 这次 电影 给出 都 不止 惊喜 而是 震惊 方方面面 巨大 提升 以及 背后 巨大 工作量 所 需要 挑战 事物 令人 肃然起敬 加油 吧 期待,这部前传故事的续集电影，可不止比一好一点，完全是巨大的跨越式进步，真的是百尺竿头更进一步。从0到1很难，难在战胜怀疑从无到有开创新路；而从1到2的难在于如何给出更多的惊喜和提高标准。这次电影给出的都不止惊喜，而是震惊了！方方面面的巨大提升，以及背后巨大的工作量和所需要挑战的事物，令人肃然起敬。加油吧！期待3！
看 流浪 买 一张 票 就 看到 太空 漫游 源代码 银翼 杀手 星际 穿越 看到 吴京 强加 一段 太空 版 男儿本色 这么 一看 挺值 只是 忍受 巨慢 三个 半小时 以及 动不动 就 硬来 煽情 文化 自恋 流浪 凭借 文化 自恋 式 宣发 搔到 那些 自诩 站 起来 人 痒 处 票房 赚麻 导演 尝到 甜头 流浪 干脆 就 用 上 痒痒 挠 那个 年轻 女 发言人 对 着 暴跳 美方 代表 轻蔑 一笑 说 只是 告知 不是 征得 你方 同意 这时候 电影院 里 如果 不 欢呼 起立 爆发 雷鸣般 掌声 简直 就是 观众们 不 懂 风情,你看流浪2买一张票就能看到《2001太空漫游》，《源代码》，《银翼杀手》，《星际穿越》，甚至还能看到吴京强加了一段太空版《男儿本色》。这么一看还挺值的。只是你得忍受巨慢的三个半小时，以及动不动就硬来的煽情和文化自恋。流浪1凭借文化自恋式的宣发搔到了那些自诩“站起来了”的人的痒处，票房赚麻了；导演尝到甜头，流浪2干脆就用上了痒痒挠，特别是那个年轻的女发言人对着暴跳的美方代表轻蔑的一笑说，我们只是告知不是征得你方同意。这时候电影院里如果不欢呼起立，爆发雷鸣般的掌声，那简直就是观众们不懂风情。
四星 半 没想到 流浪 地球 上映 后 喊 那么 久 中国 科幻电影 崛起 一部 拿出手 硬 科幻 流浪 地球 一部 作为 第一部 前 传 丰富 世界观 第一部 有 多 互文 野心 大 不仅仅 局限 流浪 地球 本身 为 后面 续集 埋 很大 伏笔 如果 第一部 成功 说 有 巧合 运气 成分 一部 郭帆 真的 将 自己 功力 都 发挥 出来 各个 层面 都 展现 成熟 掌控 力 绝对 中国 未来 期待 商业 电影 导演 李雪健 老师 角色 什么 动作 坐在 轮椅 上 真的 一个 用 表情 台词 就 完美 塑造 角色 演员 有 几场 戏 穿透力 太强 缺点 的话 就是 强调 试图 融入 春节 档 加入 生硬 笑 点 最后 煽情 部分 有点 太多 拖 节奏 总体 上 瑕不掩瑜 毕竟 真的 硬 整体 跟 第一部 相比 算得 上 进化,"9/10，四星半
没想到在《流浪地球》上映后喊了那么久的“中国科幻电影崛起”之后又一部能拿出手的硬科幻是《流浪地球2》
这一部作为第一部的前传不仅丰富了世界观与第一部有非常多的互文，野心非常大，已经不仅仅局限在“流浪地球”本身了，为后面的续集埋了很大的伏笔。如果是第一部的成功可以说是有巧合运气成分，那这一部郭帆真的是将自己的功力都发挥出来了，各个层面都展现了非常成熟的掌控力，绝对是中国未来最可以期待的商业电影导演。李雪健老师的角色基本没有什么动作，因为一直坐在轮椅上，但是他真的是一个用表情和台词就能完美塑造角色的演员，有几场戏穿透力太强
缺点的话可能就是太强调，试图融入春节档而加入了很多生硬的笑点，最后煽情部分有点太多了拖节奏了，总体上瑕不掩瑜毕竟是真的硬
整体跟第一部相比算得上是进化了"
绝对 亚洲 科幻 大片 第一 档 但 娱乐性 上 跟 好莱坞 还是 有 差距 这些 年 好莱坞 大片 难看 故事 越 讲 越小任 宇宙 爆炸 拍 家人 和解 但 这部 过于 宏大 叙事 情感 上 动人 点 太少,绝对是亚洲科幻大片第一档，但娱乐性上跟好莱坞还是有差距。虽然这些年好莱坞的大片难看在故事越讲越小，任你宇宙爆炸也是拍家人和解，但这部又过于宏大叙事，情感上动人的点太少了
仿佛 被绑 过年 饭桌 上 喂 满嘴 仁义道德,仿佛被绑在过年的饭桌上，喂了满嘴仁义道德…………
刘德华 角色 充分 验证 行车 不 规范 亲人 两行 泪 大道理,刘德华的角色充分验证了行车不规范亲人两行泪的大道理
进步 不应 局限于 特效 包括 如何 看待 女性 价值观 突破 技术 飞跃 一样 重要 真正 大片 两条腿走 路,进步不应仅局限于特效，还包括如何看待女性，价值观突破和技术飞跃一样重要，真正大片是两条腿走路。
三星 对 电影 不 公平 三星 对 观众 不 公平,三星以下对电影不公平，三星以上对观众不公平。
这种 科幻 大片 让 人 失望 地方 在于 它们 看似 有着 充沛 豪迈 想象力 内核 永远 保守 陈旧 毫无 创造力 旧 世界,这种“科幻大片”让人失望的地方在于，它们看似有着充沛甚至豪迈的想象力，内核却永远是保守陈旧毫无创造力的旧世界。
个人 不 允许 片子 评分 比阿凡 达 低,我个人不允许这片子评分比阿凡达2低。
提出 拯救 中国 科幻 计划 让 郭帆 拍三体,我提出拯救中国科幻计划，让郭帆拍三体
感受 到 主创 如何 用心 用力 地 努力 凹成 太空 史诗 样子 大 场面 不少 事实上 无论 哪 方面 看 都 的确 具有 视效 大片 风范 工业 指标 进步 原著 硬 科幻 指数 上 抗打 并 不能 保证 一部 电影 可 看度 打 鸡血 式 价值观 输出 强行 灌 责任 以及 过度 强调 家庭 重要性 其实 一种 美式 变体 舶来品 虽说 看得心 累倒 并非 最大 槽 点 难熬 不是 负责 任 假大空 口号 难熬 最后 一分钟 营救 煽情 戏 对冲 直接 稀释 高潮点 爆发 原文 本 庞杂 体量 多 冲突 原本 被 匀 到 多 戏份 处理 明晰 当然 理解 编导 考虑 到 市场 接受度 做 处理 毕竟 成品 看来 已够 像 一篇 说明 论文 剪辑 问题 两条线 捏合 度 不够 因而 三 小时 经常 体感 混乱 结尾 埋 第三季 线 像 hal 吧,"感受到主创是如何用心用力地在努力凹成太空史诗的样子（大场面还不少），事实上无论从哪方面看都的确具有视效大片的风范，然而工业指标的进步和原著在硬科幻指数上的抗打，并不能保证一部电影的可看度——打鸡血式的价值观输出和强行灌“责任”，以及过度强调家庭的重要性，其实也是一种美式变体的舶来品（虽说也看得心累，倒也并非最大槽点）。

最难熬的不是“负责任”的假大空口号，难熬的是最后一分钟营救与煽情戏的对冲，直接稀释高潮点的爆发，原文本的庞杂体量和更多冲突原本也可以被匀到更多戏份、处理得更明晰，当然也能理解编导考虑到市场接受度做的处理，毕竟现在的成品看来已够像一篇说明论文了。

1的剪辑问题还在，两条线捏合度也不够，因而三小时经常体感混乱；结尾埋第三季的线太像hal9000了吧。"
最后 把 地球 推出 太阳系 看到 一个 网友 留言 有点 逗 说 看 这个 剧 感受 到 中国 人 对 不动产 执念,最后把地球推出了太阳系，看到一个网友的留言有点逗，他说看这个剧感受到了中国人对不动产的执念。
以为 吹 有点 过头 看 完 认为 除了 配乐 星际 穿越 差点 这部 电影 完全 达到 同一 层次 水平 题外话 有时候 就 忍不住 想 问 一句 以前 对 中国 电影 痛心疾首 恨铁不成钢 中国 科幻 都 拍 到 这种 程度 不 满意 期望 什么 呢 都 懒得 拆穿 心思 不 批评 批评 哪 对得起 可笑 优越感 忽略 意识形态 本身 只爱 电影 艺术 电影 艺术 配 吗,"之前还以为吹的有点过头了，看完了之后我认为，除了配乐比《星际穿越》差点，这部电影已经完全达到了同一层次和水平。题外话，我有时候就忍不住想问一句了，以前你们对中国电影痛心疾首、恨铁不成钢，现在中国科幻都已经拍到这种程度了，你们还不满意？那你们的期望到底是什么呢？我都懒得拆穿你们的心思，不批评批评，哪对得起你们那可笑的优越感。忽略意识形态本身，我们只爱电影艺术？电影艺术？你们配吗？"
太牛 逼 对 第一部 褒奖 还有 对 国产 特效 大片 鼓励 成分 第二部 则 完全 国际 水准 看来 都 表现 极其 出色 迄今为止 好看 华语 科幻片 放眼 国际 十年 内 好看 科幻片 很久没 有 看到 近乎 满分 商业片 中国 独立 日 不 对 罗兰 艾默里 奇 改名 叫 小 郭帆 吧 理应 多得 国内 影史 票房 第一 桂冠,"太牛逼了，
对第一部的褒奖可能还有对国产特效大片鼓励的成分，第二部则完全是在国际水准看来都表现的极其出色，
迄今为止最好看的华语科幻片，放眼国际，十年内最好看的科幻片，
已经很久没有看到的近乎满分的商业片，
中国的独立日，不对，罗兰艾默里奇改名叫小郭帆吧，
应该，理应多得国内影史票房第一的桂冠！"
科幻 灾难片 赛博 朋克 正片 全特 么 假 莫斯 特效 特效 莫斯,科幻灾难片×赛博朋克✓正片全特么是假的，是莫斯的特效，特效的莫斯。
只是 部 传统 好莱坞 叙事 电影 一部 才 真正 找到 自己 声音 有 显而易见 缺点 详细 讲述 两大 独立 危机 带来 冗长 亲中 反中 外国人 刻板 刻画 未来 世界 女性 重要 领域 只是 点缀 但 整体 超出 预期 视觉效果 不输于 好莱坞 故事 内核 动人 以及 体现 着 中国 价值观 父女情 爱情 师徒 情等线 处理 都 蛮 细腻 动人 喜欢 那句 台词 团结 需要 付出代价 p 吴孟达 出现 第一幕 真 催人泪下 电影 中 数字 生命 议题 相 呼应 更让人 唏嘘,1还只是部传统好莱坞叙事的电影，这一部才真正找到了自己的声音。虽然有很多显而易见的缺点（比如详细讲述两大独立危机带来的冗长，亲中与反中外国人的刻板刻画，未来世界女性在重要领域仍只是点缀等），但整体超出预期。视觉效果已经不输于好莱坞，故事内核也很动人以及体现着中国价值观。父女情爱情师徒情等线的处理都蛮细腻动人。喜欢那句台词：团结是需要付出代价的。ps：吴孟达出现的第一幕真催人泪下，和电影中数字生命的议题相呼应更让人唏嘘。
真 难看 浪费 电影票 钱 唯一 一部 电影院 看 睡着 电影,真难看，浪费我电影票钱，唯一一部电影院看睡着的电影
牛洗 去 昨天 看 xx 红 晦气,牛！洗去了昨天看xx红的晦气
不 明白 这种 史诗 级 电影 还有 人 打 一星 唯粉 黑粉 真的 都 心 吗 片子 直接 把 中国 人 电影 制作 领域 话语权 拉高 一个 维度 且不说 画面 剧情 就 这个 人类 命运 共同体 集体 牺牲 精神 立意 就 吊打 好莱坞 一个 世纪 不是 中国 人能 拍 科幻 而是 只有 中国 人才 拍 科幻 另外 三线 叙事 并行 从小 家到 大国 到 数字 生命 重要 角色 都 有 独特 人物 弧光 成长 线 二部 到 一部 老少 接棒 暗示 文明 延续 离不开 人类 看 完后 除了 震撼 就是 感动 小破球 中国 电影 有 了不起,不明白这种史诗级电影为什么还有人打一星，唯粉和黑粉真的都没有心吗。。。这片子直接把中国人在电影制作领域的话语权拉高了一个维度。且不说画面和剧情，就这个人类命运共同体和集体牺牲精神的立意，就吊打好莱坞一个世纪。这已经不是中国人能拍科幻了，而是只有中国人才能拍的科幻。另外三线叙事并行，从小家到大国再到数字生命，每个重要角色都有独特的人物弧光和成长线，从二部到一部的老少接棒也暗示了文明的延续离不开人类。看完后除了震撼就是感动，小破球，中国电影有你了不起。
希望 票房 高 被 满江红 超过 实在 魔幻,希望票房再高一些🙏被满江红超过实在有些魔幻
不 喜欢 没什么 会 做到,我不喜欢“一定” 没什么是一定会做到的
废戏 各地 人民 reaction 切换 多次 讨巧 幽默 很难 笑 整体 像 有 个 机械 公式 反复 硬套 雪健 老师 政治 博弈 写得 过于 生硬 板正 意识形态 能塞 但 如何 巧妙 地塞 修炼 吴京 追妻 油腻 老套 师徒 情 凑合 德华 兄 出彩 情节 最贴 科幻 感情 戏 不错 全片 女性 分量 少得 可怜 视效 虽 震撼 但 文戏 进步 空间 还有 下 一部 添点 真 科幻 吧,很多废戏，各地人民reaction切换了多次，一些讨巧的幽默很难笑，整体像有个机械的公式在反复硬套。雪健老师的政治博弈写得过于生硬板正，意识形态能塞，但如何巧妙地塞还需修炼；吴京的追妻油腻老套，师徒情凑合；德华兄出彩，情节最贴科幻，感情戏不错。全片女性分量少得可怜，视效虽震撼，但文戏的进步空间还有很多，下一部添点真•科幻吧
音乐 好好 特效 地方 好 地方 好 粗糙 人 行 类型 以后 别 拍 太尬,音乐好好，特效有些地方好，有些地方好粗糙。“我们的人一定行”的类型以后别再拍了，太尬了。
IMAX 版 早场 归来 尽管 未 提出 呈现 全新 科幻 概念 图景 但 各 方面 第一部 都 有 不小 进步 升级 观感 上佳 形式 结构 上 视觉 特效 服化 道 细节 精湛 用心 肉眼 可见 几位 老戏骨 都 发挥 出 演技 剪辑 不再 有前 作中 混乱 潦草 问题 三线 交织 结构 分别 航天员 军人 量子 计算机 技术人员 及 外交代表 决策者 角度 切入 让 叙事体 量 足够 丰富 个人 不 赞同 本片 节奏 慢 慢 电影 小巫见大巫 文本 过载 实而 不烧 脑且 略 直白 另 还有 平民 生存 联合政府 施政 方式 两个 层面 未 铺展 描摹 说法 文本 深层 方面 延拓 并 融贯 理性 数字 生命 服从 牺牲 虚拟空间 超 感性 彼岸 世界 v 感性 有情 肉身 自保 私欲 地球空间 现世 凡尘 二项 对 立式 共存 互补 人性 看似 破坏 儿女 私情 实则 成为 拯救 关键 一环,【IMAX版早场归来】尽管未提出或呈现全新的科幻概念/图景，但各方面比起第一部都有不小的进步与升级，观感上佳。形式与结构上，视觉特效与服化道细节的精湛用心肉眼可见，几位老戏骨都发挥出演技，剪辑不再有前作中混乱潦草的问题，三线交织的结构（分别从航天员/军人、量子计算机技术人员及外交代表/决策者的角度切入）也让叙事体量足够丰富，个人不赞同关于本片节奏慢（与“慢电影”比小巫见大巫）或文本过载（实而不烧脑且略直白，另还有平民生存与联合政府施政方式这两个层面未铺展描摹）的说法。文本深层方面，延拓并融贯了理性（数字生命，或服从/牺牲，虚拟空间，超感性彼岸世界）vs.感性（有情肉身，自保/私欲，地球空间，现世凡尘）的二项对立式。最终，要的是共存互补的人[性]，所以看似破坏的儿女私情实则成为拯救的关键一环。（8.5/10）
学学 减法 吧 这大 炖锅 电影 煲汤 不是 冒菜,学学减法吧……这大炖锅。电影是煲汤不是冒菜。
断裂 股骨 一段 台词 大为 震撼 这是 中式 价值观 中国 电影 需要 多 流浪 地球 其 远大 格局 对 中国 电影 人们 审美 工业化 有 重要 意义 但 如果 觉得 这种 裹挟 民族主义 宏大 叙事 电影 就是 科幻 说明 对 科幻 理解 还有 所 欠缺 想 做出 好莱坞 大片 级别 制作 肯定 走过 美国 人 走过 这些 路 流浪 地球 只是 刚刚 迈步 做到 让 中文 科技 感中 不 陌生 整个 片子 让 人 想起 早起 美国 工业制品 特效 还是 欠 要求 有点 高 太空 电梯 长镜头 堪称一绝 期待 把 氦 闪 危机 拍 出来,关于断裂股骨的那一段台词我大为震撼，这是中式价值观。中国电影需要更多流浪地球。其远大格局对中国电影和人们的审美工业化有很重要的意义。但如果觉得这种裹挟了民族主义、宏大叙事的电影就是科幻，那说明对科幻的理解还有所欠缺。我们要想做出好莱坞大片级别的制作，肯定要走过美国人走过的这些路。流浪地球只是刚刚迈步，做到了让中文在科技感中不陌生。整个片子让人想起早起的美国工业制品。特效还是欠，可能是我要求有点高，但是太空电梯长镜头堪称一绝。我很期待它把氦闪危机拍出来。
可 真 讨厌 冗长 稀碎 故事 线 连 讲个 故事 都 不会 吗 好好 故事 讲 稀烂 看得 真累 开 头胸部 特写 就 恶心 吴京 看见 美女 就 只会 想着 结婚 全片 都 雄性 天下 女人 只会念 演讲稿 病死 掉 一如既往 故弄玄虚 装腔作势 只会用 大字报 倒计时 推动 剧情 吗 导演 默认 观众 都 三体 迷 理工科 学士学位 不然 敢 这么 多 科学 概念 强行 灌入 但 真的 不能 推敲 剧情 科学 设定 仔细 一 琢磨 就 漏洞百出 剧情 人物 设计 都 牵强 搞不懂 这个 角色 有 啥 用 然后 外国人 都 暴躁 无能 只会 喊 妈妈 救命 想 回家 二 傻子 china 最牛 都 听 跟 汇报工作 以及 外交 敌友 现状 明显 吧 毕竟 影视作品 不是 政治 外交 宣传片 啊 骂 完 精致 烂片 给 四星 祖国 终于 拍出 星际 特效 科幻 大片,我可真讨厌这冗长又稀碎的故事线连讲个故事都不会了吗 好好的故事讲的稀烂看得我真累 开头胸部特写就很恶心 吴京看见美女也就只会想着结婚 全片都是雄性的天下 女人只会念演讲稿或者得病死掉 一如既往的故弄玄虚装腔作势只会用大字报倒计时推动剧情吗 导演应该是默认了他的观众都是三体迷或者理工科学士学位 不然怎么敢这么多科学概念强行灌入 但也真的不能推敲剧情和科学设定 仔细一琢磨就漏洞百出 很多剧情和人物设计都很牵强 搞不懂这个角色有啥用 然后“外国人都是暴躁无能只会喊妈妈救命我想回家的二傻子而我china最牛你们都得听我的跟我汇报工作”以及外交敌友现状也太明显了吧 这毕竟是影视作品不是政治外交宣传片啊/ 骂完了 精致的烂片 但是给四星 因为我的祖国终于也能拍出星际特效科幻大片了！
郭帆 睡 着 吗 球 没 上映,郭帆，你睡的着吗，球3怎么还没上映
跟 相比 更加 硬核 科幻 但 感染 共 情力 下降 知道 集体主义 救 世界 但 缺少 末日 精神 关怀 地球 都 完 犊子 居然 人 当好 螺丝钉 想想 就 绝望 承认 觉悟 低,跟1相比更加硬核科幻，但感染共情力下降了。我知道集体主义能够救世界，但太缺少末日的精神关怀了。地球都要完犊子了居然还要每个人当好螺丝钉，想想就很绝望...（我承认我觉悟低）
韩国 有 航天 队 吗,韩国也有航天队吗
突然 觉得 漫威 碟中谍 好莱坞 大片 好 幼稚 啊 当 中国 文化 遇上 科幻 足以 令 世界 战栗 多个 主题 三线 推进 交待 如此 圆满 这次 真的 五体投地 为 中国 科幻电影 骄傲 谢谢 郭导 流浪 地球 一切 台前幕后 人员,突然觉得漫威，碟中谍等好莱坞大片好幼稚啊。。。当中国文化遇上科幻，足以令世界战栗。多个主题，三线推进还能交待得如此圆满。。。这次真的五体投地！！！为中国科幻电影骄傲！！谢谢郭导和流浪地球一切台前幕后人员！！
郭帆 少看 太空 漫游 多 看 几遍 楢 山节 考,郭帆应该少看《2001太空漫游》，多看几遍《楢山节考》。
为 特效 打星 剧情 吐 槽 地方 太多 各种 不合逻辑 强行 煽情 什么 叫 人 行 人家 生命 条 都 红 人 都 死 相信 点 哪,为特效打4星。剧情要吐槽的地方太多了，各种不合逻辑的强行煽情……什么叫“我的人一定能行”，人家生命条都红了，人都死了，你相信的点在哪？
忘 哪里 看到 评论 中国 男人味 溢出 宇宙,忘了在哪里看到的评论：中国男人味溢出宇宙。
最让人 不能 忍 傻 情节 当属 李雪健 扮演 角色 结尾 崩盘 举着 拐棍 冲着 老外 大喊 点火 人家 老外 可说 如果 联网 成功 就 点火 的话 行星 发动机 会 把 地球 撕裂 但 要求 点火 依据 啥 人 完成 任务 去 还有 丝毫 理性 可言 吗 简直 唯心 吧 跟 相信 菩萨 下凡 耶稣 显灵 有 啥 区别 呢 纯纯 非理性 吧,最让人不能忍的傻情节，当属李雪健扮演的角色结尾崩盘，举着拐棍冲着老外大喊，点火！人家老外可说了，如果没有联网成功就点火的话，行星发动机会把地球撕裂的！但你要求点火的依据是啥，仅仅是“我们的人一定可以完成任务”？我去！这还有丝毫理性可言吗？简直太唯心了吧！那这跟相信菩萨下凡或者耶稣显灵有啥区别呢？纯纯的非理性了吧！
刚刚 看 完 接受 评分 不能 接受 阿凡 达 高分 评分 无论是 剧情 设定 内涵 上 阿凡 达 都 不及 流浪 地球 一根 毛,刚刚看完，我能接受8.2的评分但是我不能接受只比阿凡达2高0.2分的评分，无论是在剧情设定内涵等等上，阿凡达2都不及流浪地球2一根毛。
这部 满江红 只不过 个人 乡村 电影 这是 电影工业,和这部比，《满江红》只不过是个人乡村电影，这是电影工业。
本来 看 完 满江红 觉得 行 今天 看 完小 破球 完全 被 震撼 到 这么 好 科幻片 票房 排片 会 输给 满江红 完全 不是 一个 级别 啊,本来看完满江红觉得还行，今天看完小破球，完全被震撼到了，这么好的科幻片，为什么票房和排片会输给满江红？完全不是一个级别的啊！
不 觉得 电影 长 更长 看过 希望 大家 对 自己 家 好 东西 公平 一点 评价 吧 不 阿凡 达 漫威 那些 傻 电影 好看 多 么,我不觉得电影长，更长的我也看过，希望大家对自己家的好东西公平一点评价吧，这不比阿凡达2和漫威那些傻电影好看多了么……
清一色 四星 五星 让 怀疑 豆瓣 是不是 被 买通 真的 没 第一部 好看 啊,清一色的四星五星让我怀疑豆瓣是不是被买通了……真的没第一部好看啊……
技术 上 硬核 前 传 对 世界观 合理 补充 终于 理解 科幻 不是 科学 但 它们 紧密结合 主题 上 发挥 着 人类 命运 共同体 概念 不再 正义 为先 昂扬 向上 基调 变得 凸显 日常 但 同样 宏大 中间 角色 三条 线 主角 双 主角 都 均匀 人 都 有 自己 故事 跟 命运 喜欢 图恒宇 马兆 那条 线 对 数字 生命 解释 做 通俗 呈现 情感 精神 上 选择 对峙 电影 最后 还是 落到 情感 落到 人 将 中国式 家国 情怀 一并 包裹 进 中国 故事 表达 中,技术上非常硬核，既是前传也是对1和世界观的合理补充，终于理解了科幻不是科学，但它们是可以紧密结合的。主题上仍发挥着 “人类命运共同体”的概念，却不再是正义为先、昂扬向上的基调，变得凸显日常但同样宏大。没有中间角色，因为三条线的主角或双主角都是均匀的，每个人都有自己的故事跟命运。喜欢图恒宇和马兆那条线，对“数字生命”的解释做得很通俗，呈现的是情感、精神上的选择与对峙。电影最后还是落到情感、落到人，将中国式家国情怀一并包裹进“中国故事”的表达中。
好 一场 灾难 说 这个 电影,好一场灾难，我说的是这个电影。
可是 过去 几年 经验 告诉 大灾 当前 人类 非但 不会 团结 增强 彼此 毁灭 能力,可是，过去这几年的经验告诉我们，大灾当前，人类非但不会更团结，还增强了彼此毁灭的能力。
高于 预期 但周 老师 全场 败笔 除了 会 说 务必 相信 请 相信 一会 定 之外 任何 实际 作用,高于预期。但周老师全场败笔，除了会说“务必要”、“我相信”、“请相信”、“一会定”之外，没有任何实际作用。
年初一 一口气 看部 之 第部 单日 电影 马拉松 最后 一部 为了 激光 IMAX 版本 看 完 都 夜里 凌晨 点 回家 吃 夜宵 加 整理 材料 后天 都 快亮 意味着 为了 看 电影 小时 没 合眼 属于 折寿 式 观影 请勿 模仿 流浪 地球 中国 科幻电影 独苗 好 生长 确实 茁壮 以一己 之力 把 中国 科幻片 水平 拉 到 世界级 比较 水准 就 更显 宝贵 幕后 纪录片 以及 实际 观影 体验 来看 主创 团队 的确 为了 构建 这个 新世界 耗费 巨大 心血 看得出来 郭帆 的确 认真 创作 诚恳 地 征求 并 遵循 科学家 们 建议 太空 电梯 长镜头 实在 太过 震撼 战斗机 无人机 空战 实在 酣畅 数字 生命 计划 讨论 极富 哲学 价值 当然 触动 人心 还是 宏大 叙事 下 本土化 精神 表达 人 反感 宏大 叙事 可 才 真正 天问 式 地 思考 人类 命运 主题,"年初一一口气看5部之第5部。

单日电影马拉松的最后一部，为了最好的激光IMAX版本，看完都已经夜里凌晨3点了，回家吃夜宵加整理材料后天都快亮了，意味着我为了看电影几乎24小时没合眼，这属于折寿式观影，请勿模仿。

虽然《流浪地球》几乎是中国科幻电影的独苗，但是好在它的生长确实茁壮，几乎以一己之力把中国科幻片的水平拉到世界级的比较水准，也就更显宝贵。通过幕后纪录片以及实际观影的体验来看，主创团队的确为了构建这个新世界耗费了巨大心血，也看得出来郭帆他们的确是在认真创作，诚恳地征求并遵循科学家们的建议。

太空电梯的长镜头实在太过震撼，战斗机与无人机的空战又实在酣畅，数字生命计划的讨论极富哲学价值。当然最触动人心的还是宏大叙事下本土化的精神表达，虽然很多人反感宏大叙事，可这才是真正天问式地思考人类命运的主题。"
图恒宇 线 超乎 想象,图恒宇的线超乎想象
震撼 绝佳 视觉效果 紧凑 剧情 看 一种 汗毛 倒 竖 感觉 全程 屏住 呼吸 生怕 错过 任何 一个 镜头 就是 国产电影 希望 让 中国 文化 走出 国门 展示 辉煌 流浪 地球 精神 核心 就 如 愚公移山 一般 面对 艰难险阻 应当 子子孙孙 无穷尽 信念 矢志不渝 前行 仰之弥高 钻 之 弥坚 李雪健 沙哑 平静 声音 彰显 正是 一种 磨难 中 坚定 一种 永不言败 信念 这正 契合 愚公精神 契合 中国 人民 骨子里 坚韧不拔,太震撼了，绝佳的视觉效果、紧凑的剧情，看的我一种汗毛倒竖的感觉，全程屏住呼吸，生怕错过任何一个镜头，这就是我们国产电影的希望，让我们的中国文化走出国门，展示我们的辉煌！《流浪地球2》的精神核心就如“愚公移山”一般，面对艰难险阻，应当以“子子孙孙无穷尽也”的信念，矢志不渝的前行，仰之弥高，钻之弥坚。李雪健那沙哑而平静的声音，彰显的正是以一种磨难中的坚定，一种永不言败的信念，这正契合了“愚公精神”，契合了中国人民骨子里的坚韧不拔。
如坐针毡 三个 小时 想 讲 内容 太多 拍 出来 效果 却是 剧情 整个 七零八碎 还有 国产 贺岁 电影 什么 时候 能少 一点 自以为是 男式 幽默,如坐针毡的三个小时，想讲的内容太多拍出来的效果却是剧情整个七零八碎，还有国产贺岁电影什么时候能少一点自以为是的“男式”幽默……
一众 集体主义 轰炸 中 刘德华 那条 线 便 显得 尤为 珍贵,在一众集体主义轰炸中，刘德华那条线便显得尤为珍贵
让 岁 领导 先走 不愧 科幻片,让50岁以上领导先走！不愧是科幻片
沙溢 堪称 全场 最佳 回归 到 片子 本身 内核 庞杂 三 小时 时长 都 险些 兜 不住 过剩 文本 素材 每条线 拿 出来 都 单独 拍 几集 电视剧 那种 就让 多分钟 观影 体验 显得 极其 漫长 每当 以为 结束 吧 然后 导演 自信 地 甩出 更多 不加 节制 奇观 煽情 关键问题 就 在于 AI 线 人类 自救 线 之间 什么 情绪 积累 连接 最后 一分钟 营救 让 故事 线 汇集 之时 剩 拖时间 之 嫌 远远 达 不到 一气呵成 舒缓 感 但 桥段 卡司 出色 演出 优秀 工业 水准 十足 出 挑 就 像 一顿 必然 吃不完 自助餐 玲琅 满目 过 头 其中 矛盾 代表 就是 刘德华 领衔 人工智能 线 让 人 时刻 迷失 郭帆 大 刘对 人类 命运 态度 该是 悲观 还是 希望 恐怕 郭帆 到 剪辑 完成 那一刻 都 未曾 有过 定数 但 宏大 叙事 基底 定好 且 看 第三部 会 圆 吧,沙溢堪称全场最佳！回归到片子本身，内核太庞杂了，三小时的时长都险些兜不住这过剩的文本素材——每条线拿出来都能是能单独拍几集电视剧的那种，这就让170多分钟的观影体验显得极其漫长，每当以为“这已经要结束了吧”然后导演又自信地甩出更多不加节制的奇观和煽情，关键问题就在于AI线和人类自救线之间几乎没有什么情绪积累与连接，最后一分钟营救让故事线汇集之时只剩拖时间之嫌、远远达不到一气呵成的舒缓感。但每个桥段又因为卡司的出色演出和优秀的工业水准而十足出挑，就像一顿必然吃不完的自助餐，玲琅满目得过了头，其中的矛盾代表就是刘德华领衔的人工智能线，让人时刻迷失于郭帆和大刘对人类命运的态度之中，到底该是悲观还是希望？恐怕郭帆到剪辑完成那一刻都未曾有过定数，但宏大叙事的基底已经定好，且看第三部会怎么圆吧。
多一些 像 刘慈欣 这样 创作者 作品 创造 影视 行业 就业 拉动 GDP,应该多一些像刘慈欣这样的创作者。作品既能创造影视行业的就业，还可以拉动GDP。
中国 电影 没 死 中国 有 科幻电影 刘德华 那条 线 才 真 亮点,中国电影还没死，中国也有科幻电影。刘德华那条线才是真亮点。
若干年 后 慧 忘记 无名 忘记 满江红 但 绝对 会 铭记 流浪 地球,若干年后，我们或许慧忘记无名，忘记满江红，但绝对会铭记流浪地球2。
